title;text_cleaning;category;target_class
Steel Design;steel design;Engineering & Transportation;social-humanaria
TExES Health EC-12 (157) Secrets Study Guide: TExES Test Review for the Texas Examinations of Educator Standards (Mometrix Test Preparation);texes health ec secret study guide texes test review texas examination educator standard mometrix test preparation;Test Preparation;sains-tech
Velvet Volume 1 TP (Velvet Tp);velvet volume tp velvet tp;Comics & Graphic Novels;general
GURPS Traveller: Deck Plan 6 System Defense Boat;gurps traveller deck plan system defense boat;Science Fiction & Fantasy;general
Rogue of Gor (Gorean Saga);rogue gor gorean saga;Romance;general
The 5 Minute Motivator: Learn the Secrets to Success, Health, and Happiness;minute motivator learn secret success health happiness;Self-Help;sains-tech
Encyclopedia of Bad Taste;encyclopedia bad taste;Reference;general
The Single Mom's Devotional: A Book of 52 Practical and Encouraging Devotions;single mom devotional book practical encouraging devotion;Parenting & Relationships;general
Murder Machine (Onyx True Crime);murder machine onyx true crime;Biographies & Memoirs;general
Los 7 habitos de la gente altamente efectiva. Edición conmemorativa 25 aniversario (Spanish Edition);los habitos de la gente altamente efectiva edición conmemorativa aniversario spanish edition;Politics & Social Sciences;general
Highland Passage;highland passage;Romance;general
A Nurse's Story;nurse story;Mystery, Thriller & Suspense;general
German Shepherds, For the Love of 2016 Deluxe;german shepherd love deluxe;Calendars;general
Lizard Zen;lizard zen;Comics & Graphic Novels;general
The Claiming of Sabrina (Submissive Mermaids of Avalon in Erotic Captivity) (Volume 1);claiming sabrina submissive mermaid avalon erotic captivity volume;Romance;sains-tech
The Norton Anthology of Western Literature, Vol. 2;norton anthology western literature vol;Reference;social-humanaria
Gideon Smith and the Mechanical Girl;gideon smith mechanical girl;Science Fiction & Fantasy;general
The Manifestation Manifesto: Amazing Techniques and Strategies to Attract the Life You Want - No Visualization Required;manifestation manifesto amazing technique strategy attract life want visualization required;Politics & Social Sciences;general
Managing Climate Risks in Coastal Communities: Strategies for Engagement, Readiness and Adaptation (Anthem Environment and Sustainability);managing climate risk coastal community strategy engagement readiness adaptation anthem environment sustainability;Engineering & Transportation;sains-tech
GRE Number Properties (Manhattan Prep GRE Strategy Guides);gre number property manhattan prep gre strategy guide;Test Preparation;general
Illuminati for Dummies: Cards Against Humanity: What you need to know;illuminati dummy card humanity need know;Biographies & Memoirs;sains-tech
The 52 Lists Project: A Year of Weekly Journaling Inspiration;list project year weekly journaling inspiration;Self-Help;general
Parenting Without Stress: How to Raise Responsible Kids While Keeping a Life of Your Own;parenting without stress raise responsible kid keeping life;Parenting & Relationships;general
Flawed Heart: House of Obsidian Series #1;flawed heart house obsidian series;Romance;social-humanaria
Porn King: The Autobiography of John C. Holmes;porn king autobiography john c holmes;Politics & Social Sciences;social-humanaria
Mannerheim: President, Soldier, Spy;mannerheim president soldier spy;Biographies & Memoirs;general
HSPT Practice Questions: HSPT Practice Tests & Exam Review for the High School Placement Test;hspt practice question hspt practice test exam review high school placement test;Test Preparation;general
Terms of Enlistment (Frontlines);term enlistment frontlines;Science Fiction & Fantasy;general
2016 Art of Lighthouses Wall Calendar;art lighthouse wall calendar;Calendars;social-humanaria
Wayward Volume 2: Ties That Bind (Wayward Tp);wayward volume tie bind wayward tp;Comics & Graphic Novels;social-humanaria
Deadline: A Virgil Flowers Novel;deadline virgil flower novel;Mystery, Thriller & Suspense;general
The Well-Spoken Thesaurus: The Most Powerful Ways to Say Everyday Words and Phrases;wellspoken thesaurus powerful way say everyday word phrase;Reference;general
Brahmin Prophet: Phillips Brooks and the Path of Liberal Protestantism;brahmin prophet phillips brook path liberal protestantism;Biographies & Memoirs;general
Amish Society;amish society;Politics & Social Sciences;general
My Mother/My Self: The Daughter's Search for Identity;mothermy self daughter search identity;Parenting & Relationships;general
Surviving Ice: A Novel (The Burying Water Series);surviving ice novel burying water series;Romance;general
One Hundred Years of Solitude slipcased edition;one hundred year solitude slipcased edition;Science Fiction & Fantasy;general
New Jersey Firefighter Exam Review Guide;new jersey firefighter exam review guide;Test Preparation;general
Aircraft Structures (Dover Books on Aeronautical Engineering);aircraft structure dover book aeronautical engineering;Engineering & Transportation;sains-tech
Joe the Barbarian;joe barbarian;Comics & Graphic Novels;general
Confessions of a Bad Teacher: The Shocking Truth from the Front Lines of American Public Education;confession bad teacher shocking truth front line american public education;Biographies & Memoirs;general
"Soccer; The Original Extreme Sport 2015 Wall Calendar";soccer original extreme sport wall calendar;Calendars;general
California Police Officer Exam;california police officer exam;Test Preparation;social-humanaria
Drums of Autumn (Outlander);drum autumn outlander;Science Fiction & Fantasy;general
Wishes;wish;Romance;general
The City of Women;city woman;Politics & Social Sciences;general
Civil War 1 2 3 4 5 6 7 1st Print Set (Civil War);civil war st print set civil war;Comics & Graphic Novels;social-humanaria
Have a New Teenager by Friday: From Mouthy and Moody to Respectful and Responsible in 5 Days;new teenager friday mouthy moody respectful responsible day;Parenting & Relationships;general
Gertrude Bell: Queen of the Desert, Shaper of Nations;gertrude bell queen desert shaper nation;Biographies & Memoirs;general
The Wheel of Time, Boxed Set II, Books 4-6: The Shadow Rising, The Fires of Heaven, Lord of Chaos;wheel time boxed set ii book shadow rising fire heaven lord chaos;Science Fiction & Fantasy;general
Tempting Ecstasy (The Guardians of the Realms) (Volume 4);tempting ecstasy guardian realm volume;Romance;general
Girl on a Train;girl train;Mystery, Thriller & Suspense;general
Barron's PSAT/NMSQT 15th (fifteenth) edition;barrons psatnmsqt th fifteenth edition;Test Preparation;general
Curious: The Desire to Know and Why Your Future Depends On It;curious desire know future depends;Self-Help;general
Rocket Propulsion Elements;rocket propulsion element;Engineering & Transportation;general
Ultimate Sudoku 2016 Boxed/Daily Calendar;ultimate sudoku boxeddaily calendar;Calendars;general
Porn Studies;porn study;Politics & Social Sciences;general
Mummy: The Resurrection (World of Darkness);mummy resurrection world darkness;Science Fiction & Fantasy;general
Born of Silence (The League);born silence league;Romance;general
The Posterchildren: Origins (Volume 1);posterchildren origin volume;Science Fiction & Fantasy;general
10 Ways to Improve Relationships With Your Step-Teenagers (The Accidental Parent) (Volume 1);way improve relationship stepteenagers accidental parent volume;Parenting & Relationships;social-humanaria
Longman Dictionary of Contemporary English (Paper and Online Access) (6th Edition);longman dictionary contemporary english paper online access th edition;Reference;general
Joseph Smith: Rough Stone Rolling;joseph smith rough stone rolling;Biographies & Memoirs;general
I'm Not Too Busy;im busy;Self-Help;general
Cautionary Tales for Children;cautionary tale child;Comics & Graphic Novels;general
Pass Key to the GRE, 8th Edition (Barron's Pass Key to the Gre);pas key gre th edition barrons pas key gre;Test Preparation;general
Romans, Goths, and Huns (Wargaming in History Series);roman goth hun wargaming history series;Science Fiction & Fantasy;social-humanaria
Electric Vehicles: Technology, Performance and Potential;electric vehicle technology performance potential;Engineering & Transportation;sains-tech
Diary: A Novel;diary novel;Mystery, Thriller & Suspense;general
Gone without a Trace: A Novel (Logan Point);gone without trace novel logan point;Romance;general
Where the Conflict Really Lies: Science, Religion, and Naturalism;conflict really lie science religion naturalism;Politics & Social Sciences;general
2016 Contemporary Butterflies Weekly Planner (16-Month Engagement Calendar, Diary);contemporary butterfly weekly planner month engagement calendar diary;Calendars;general
Crying Freeman Graphic Novel: Shades of Death Part 2;cry freeman graphic novel shade death part;Comics & Graphic Novels;social-humanaria
Rand McNally Easy To Fold: Texas;rand mcnally easy fold texas;Reference;general
PSAT Study Guide 2015: PSAT Test Prep and Practice Questions;psat study guide psat test prep practice question;Test Preparation;general
The Only Handwriting Analysis Book You Will Ever Need;handwriting analysis book ever need;Self-Help;sains-tech
Come Back: Dirty, Dark, and Deadly #2 (Volume 2);come back dirty dark deadly volume;Romance;general
Pornland: How Porn Has Hijacked Our Sexuality;pornland porn hijacked sexuality;Politics & Social Sciences;general
Warhammer: High Elves;warhammer high elf;Science Fiction & Fantasy;social-humanaria
Sci-Fi 2015 Vintage Calendar;scifi vintage calendar;Calendars;general
Engineering Mechanics: Statics & Dynamics (14th Edition);engineering mechanic static dynamic th edition;Engineering & Transportation;sains-tech
The Calorie King Food & Exercise Journal;calorie king food exercise journal;Parenting & Relationships;general
Dark Tower: The Gunslinger - The Little Sisters of Eluria;dark tower gunslinger little sister eluria;Comics & Graphic Novels;general
The Well-Spoken Woman: Your Guide to Looking and Sounding Your Best;wellspoken woman guide looking sounding best;Reference;general
Once Upon a Galaxy: A Journal of the Making of The Empire Strikes Back;upon galaxy journal making empire strike back;Science Fiction & Fantasy;general
