title,author,google_id,recommender,recommender_count,category,publication_date,pages,image,url_image,Unnamed: 4,target_class
Shadowghast Manor - Dungeon Tiles: A 4th Edition Dungeons & Dragons Accessory (4th Edition D&D),,786958014,,24,Science Fiction & Fantasy,,,0786958014.jpg,http://ecx.images-amazon.com/images/I/51FGGB81OSL.jpg,,general
Selected Poems (Dover Thrift Editions),,486408760,,15,Literature & Fiction,,,0486408760.jpg,http://ecx.images-amazon.com/images/I/513IKKoWdtL.jpg,Claude McKay,general
Supervision in Social Work,,231151764,,19,Politics & Social Sciences,,,0231151764.jpg,http://ecx.images-amazon.com/images/I/41Cm28BWvOL.jpg,Alfred Kadushin,social-humanaria
Law Without Enforcement: Integrating Mental Health and Justice,,1901362752,,14,Law,,,1901362752.jpg,http://ecx.images-amazon.com/images/I/51LGSMYYpRL.jpg,,sains-tech
"The Mathematical Theory of Non-uniform Gases: An Account of the Kinetic Theory of Viscosity, Thermal Conduction and Diffusion in Gases (Cambridge Mathematical Library)",,052140844X,,23,Science & Math,,,052140844X.jpg,http://ecx.images-amazon.com/images/I/41WvZ47PruL.jpg,Sydney Chapman,sains-tech
In the Shadow of the Temple: Jewish Influences on Early Christianity,,830828443,,9,Christian Books & Bibles,,,0830828443.jpg,http://ecx.images-amazon.com/images/I/41sG2plDgmL.jpg,Oskar Skarsaune,general
"The Essential Cuisines of Mexico: Revised and updated throughout, with more than 30 new recipes.",,609603558,,7,"Cookbooks, Food & Wine",,,0609603558.jpg,http://ecx.images-amazon.com/images/I/51JQe1HVn6L.jpg,Diana Kennedy,general
The Bounty Hunter's Redemption (Love Inspired Historical),,373283431,,22,Romance,,,0373283431.jpg,http://ecx.images-amazon.com/images/I/51HXPxlpABL.jpg,Janet Dean,social-humanaria
Never Check E-Mail In the Morning: And Other Unexpected Strategies for Making Your Work Life Work,,743250885,,6,Computers & Technology,,,0743250885.jpg,http://ecx.images-amazon.com/images/I/51-yoMDOcBL.jpg,Julie Morgenstern,general
The Wreckers,,149920941X,,27,Teen & Young Adult,,,149920941X.jpg,http://ecx.images-amazon.com/images/I/51racYyh94L.jpg,Tim Robinson,general
Islam and Christianity: Theological Themes in Comparative Perspective,,520266781,,21,Religion & Spirituality,,,0520266781.jpg,http://ecx.images-amazon.com/images/I/51ZxLQcIB4L.jpg,John Renard,general
Home Business Tax Deductions: Keep What You Earn,,1413320767,,2,Business & Money,,,1413320767.jpg,http://ecx.images-amazon.com/images/I/51RUdcXCinL.jpg,Stephen Fishman JD,social-humanaria
DJing For Dummies,,1118937287,,13,Humor & Entertainment,,,1118937287.jpg,http://ecx.images-amazon.com/images/I/51CzeV3m6vL.jpg,John Steventon,sains-tech
The Patron Murders,,1632260425,,17,"Mystery, Thriller & Suspense",,,1632260425.jpg,http://ecx.images-amazon.com/images/I/51cdk3BONTL.jpg,Edwin Wilson,general
2014 Lighthouses Mini,,1621976211,,3,Calendars,,,1621976211.jpg,http://ecx.images-amazon.com/images/I/51l09VowS4L.jpg,Graphique de France,general
Against World Literature: On the Politics of Untranslatability,,1844679705,,20,Reference,,,1844679705.jpg,http://ecx.images-amazon.com/images/I/51Q8gOFgFUL.jpg,Emily Apter,social-humanaria
"Drawing: Drawing and Sketching,Doodling,Shapes,Patterns,Pictures and Zen Doodle",,1512263583,,0,Arts & Photography,,,1512263583.jpg,http://ecx.images-amazon.com/images/I/51dhtV%2BvhmL.jpg,Eliza McAdams,general
Fool for Love - Acting Edition,,822204150,,15,Literature & Fiction,,,0822204150.jpg,http://ecx.images-amazon.com/images/I/41VGJ4GZW2L.jpg,Sam Shepard,general
"A Warrior Dynasty: The Rise and Fall of Sweden as a Military Superpower, 1611-1721",,1612002420,,12,History,,,1612002420.jpg,http://ecx.images-amazon.com/images/I/51aeSKbh-cL.jpg,Henrik Lunde,social-humanaria
"Career choices and changes: A guide for discovering who you are, what you want, and how to get it",,1878787063,,2,Business & Money,,,1878787063.jpg,http://ecx.images-amazon.com/images/I/31-iED4pp%2BL.jpg,Mindy Bingham,general
"Wristwatch Annual 2014: The Catalog of Producers, Prices, Models, and Specifications",,789211483,,8,"Crafts, Hobbies & Home",,,0789211483.jpg,http://ecx.images-amazon.com/images/I/41aT3UbknxL.jpg,,general
Starship Eternal (War Eternal) (Volume 1),,1507768370,,24,Science Fiction & Fantasy,,,1507768370.jpg,http://ecx.images-amazon.com/images/I/51LwfdLUMtL.jpg,M.R. Forbes,social-humanaria
Wisdom and Cult: A Critical Analysis of the Views of Cult (Dissertation Series; No. 30),,891300945,,9,Christian Books & Bibles,,,0891300945.jpg,http://ecx.images-amazon.com/images/I/31upuFVV1vL.jpg,Leo G. Perdue,sains-tech
Climate Change and Displacement: Multidisciplinary Perspectives,,1849463565,,14,Law,,,1849463565.jpg,http://ecx.images-amazon.com/images/I/41gcg0yJTbL.jpg,,sains-tech
The Infinite in the Finite,,198539509,,23,Science & Math,,,0198539509.jpg,http://ecx.images-amazon.com/images/I/51TJtwjUVhL.jpg,Alistair Macintosh Wilson,general
Lightningbolt,,345367103,,1,Biographies & Memoirs,,,0345367103.jpg,http://ecx.images-amazon.com/images/I/518M3V3LKcL.jpg,Hyemeyohsts Storm,general
No Time to Die and the Deep End of Fear (Dark Secrets #2),,1416994629,,27,Teen & Young Adult,,,1416994629.jpg,http://ecx.images-amazon.com/images/I/41YO%2BCpKuxL.jpg,Elizabeth Chandler,general
Sports Illustrated The Covers,,1603201130,,26,Sports & Outdoors,,,1603201130.jpg,http://ecx.images-amazon.com/images/I/61uJUKfypPL.jpg,Editors of Sports Illustrated,general
iPhone for Seniors: Get Started Quickly with the iPhone with iOS 7 (Computer Books for Seniors series),,9059053494,,6,Computers & Technology,,,9059053494.jpg,http://ecx.images-amazon.com/images/I/51%2BK47Dw9bL.jpg,Studio Visual Steps,sains-tech
Culinary Fundamentals,,131180118,,7,"Cookbooks, Food & Wine",,,0131180118.jpg,http://ecx.images-amazon.com/images/I/51VDH72M05L.jpg,The American Culinary Federation,general
Dreaming of Dior: Every Dress Tells a Story,,143918755X,,8,"Crafts, Hobbies & Home",,,143918755X.jpg,http://ecx.images-amazon.com/images/I/41V-yS6INmL.jpg,Charlotte Smith,general
"Managing Innovation: Integrating Technological, Market and Organizational Change",,470998105,,2,Business & Money,,,0470998105.jpg,http://ecx.images-amazon.com/images/I/41Ei7Y04tTL.jpg,Joe Tidd,sains-tech
The Art of Howl's Moving Castle,,1421500493,,5,Comics & Graphic Novels,,,1421500493.jpg,http://ecx.images-amazon.com/images/I/61JqIXIwWgL.jpg,Hayao Miyazaki,social-humanaria
The Alicorn Chalice,,1490539646,,9,Christian Books & Bibles,,,1490539646.jpg,http://ecx.images-amazon.com/images/I/31YRg4VxJpL.jpg,Timothy D. Weiner,general
Pimpology: The 48 Laws of the Game,,1416961046,,13,Humor & Entertainment,,,1416961046.jpg,http://ecx.images-amazon.com/images/I/51ka89YXBeL.jpg,Pimpin' Ken,social-humanaria
"Every Day, Holy Day: 365 Days of Teachings and Practices from the Jewish Tradition of Mussar",,1590308107,,21,Religion & Spirituality,,,1590308107.jpg,http://ecx.images-amazon.com/images/I/51PdARC6rVL.jpg,Alan Morinis,general
Her Blood Is Gold: Awakening to the Wisdom of Menstruation,,1906289069,,19,Politics & Social Sciences,,,1906289069.jpg,http://ecx.images-amazon.com/images/I/41Wg8ngmLGL.jpg,Lara Owen,general
After Images,,764344552,,0,Arts & Photography,,,0764344552.jpg,http://ecx.images-amazon.com/images/I/41r8BlTH9HL.jpg,Amy Arbus,general
Maya Architecture: Temples in the Sky,,813042461,,12,History,,,0813042461.jpg,http://ecx.images-amazon.com/images/I/51-3DM4sOOL.jpg,Kenneth Treister,sains-tech
Get the Guy: Learn Secrets of the Male Mind to Find the Man You Want and the Love You Deserve,,62241753,,25,Self-Help,,,0062241753.jpg,http://ecx.images-amazon.com/images/I/418pl3dM4RL.jpg,Matthew Hussey,general
Holiday Scroll saw Music Boxes,,963311298,,8,"Crafts, Hobbies & Home",,,0963311298.jpg,http://ecx.images-amazon.com/images/I/51GJDRHRV7L.jpg,Rick Longabaugh,general
CivilWarLand in Bad Decline,,1573225797,,15,Literature & Fiction,,,1573225797.jpg,http://ecx.images-amazon.com/images/I/511Pm4DKFaL.jpg,George Saunders,social-humanaria
Faith-Rooted Organizing: Mobilizing the Church in Service to the World,,830836616,,2,Business & Money,,,0830836616.jpg,http://ecx.images-amazon.com/images/I/51ARYQa%2BqcL.jpg,Rev. Alexia Salvatierra,general
The Journal of John Woolman and a Plea for the Poor,,806502940,,1,Biographies & Memoirs,,,0806502940.jpg,http://ecx.images-amazon.com/images/I/41E1Z60VDHL.jpg,John Woolman,general
Beyond Horatio's Philosophy: The Fantasy of Peter S. Beagle,,1434444147,,24,Science Fiction & Fantasy,,,1434444147.jpg,http://ecx.images-amazon.com/images/I/41ScyaqJ51L.jpg,David Stevens,social-humanaria
Mastering American Indian Law (Carolina Academic Press Mastering),,1594603294,,14,Law,,,1594603294.jpg,http://ecx.images-amazon.com/images/I/41%2BdkTot4iL.jpg,Angelique Townsend EagleWoman,social-humanaria
Galatians: A Handbook on the Greek Text (Baylor Handbook of the Greek New Testament),,160258317X,,9,Christian Books & Bibles,,,160258317X.jpg,http://ecx.images-amazon.com/images/I/413ihzFyUkL.jpg,David deSilva,general
Writing Essentials: Raising Expectations and Results While Simplifying Teaching,,325006016,,20,Reference,,,0325006016.jpg,http://ecx.images-amazon.com/images/I/51C8CbQ9d6L.jpg,Regie Routman,general
Lord of All Things,,1477849815,,22,Romance,,,1477849815.jpg,http://ecx.images-amazon.com/images/I/51Fr6APEeCL.jpg,Andreas Eschbach,general
"What Color Is Your Parachute? For Teens, 2nd Edition: Discovering Yourself, Defining Your Future",,158008141X,,27,Teen & Young Adult,,,158008141X.jpg,http://ecx.images-amazon.com/images/I/512nHL-RQdL.jpg,Carol Christen,general
"77 Top Delectable Christmas Recipes For 2014: Top Most Scrumptious Christmas Recipes For Your Holiday Indulgence, Special Occasion, Thanksgiving And More (Vegan, Paleo, Gluten And Grain Free Recipes)",,1505377803,,7,"Cookbooks, Food & Wine",,,1505377803.jpg,http://ecx.images-amazon.com/images/I/61Frj2aR6jL.jpg,Steve Taylor,general
Start Here Now: An Open-Hearted Guide to the Path and Practice of Meditation,,1611802679,,21,Religion & Spirituality,,,1611802679.jpg,http://ecx.images-amazon.com/images/I/41oXTWobQrL.jpg,Susan Piver,social-humanaria
Watercolor Tricks & Techniques: 75 New and Classic Painting Secrets,,160061308X,,0,Arts & Photography,,,160061308X.jpg,http://ecx.images-amazon.com/images/I/61fQXaSYuyL.jpg,Cathy Johnson,general
The Battleship Book,,1479405566,,12,History,,,1479405566.jpg,http://ecx.images-amazon.com/images/I/516gI1BC%2BTL.jpg,Robert M. Farley,general
"The Three-Headed Book: Lunch Walks Among Us; The Invisible Fran; The Fran That Time Forgot (Franny K. Stein, Mad Scientist)",,1416990313,,13,Humor & Entertainment,,,1416990313.jpg,http://ecx.images-amazon.com/images/I/51oNHhLrD8L.jpg,Jim Benton,general
My Samsung Galaxy S 4,,789751577,,6,Computers & Technology,,,0789751577.jpg,http://ecx.images-amazon.com/images/I/41ODRyV6ygL.jpg,Steve Schwartz,general
Girls Think of Everything: Stories of Ingenious Inventions by Women,,618195637,,23,Science & Math,,,0618195637.jpg,http://ecx.images-amazon.com/images/I/516rU-34LpL.jpg,Catherine Thimmesh,general
The Badminton Library of Sports and Pastimes - Golf,,1445525038,,26,Sports & Outdoors,,,1445525038.jpg,http://ecx.images-amazon.com/images/I/51Ad7UlW5FL.jpg,Horace G. Hutchinson,general
Number in Scripture: Its Supernatural Design and Spiritual Significance,,1500865354,,9,Christian Books & Bibles,,,1500865354.jpg,http://ecx.images-amazon.com/images/I/51pv6DiiYfL.jpg,E W Bullinger,social-humanaria
Paul Reed Smith Pocket Guide,,1936120283,,8,"Crafts, Hobbies & Home",,,1936120283.jpg,http://ecx.images-amazon.com/images/I/51grar01ryL.jpg,Zachary R. Fjestad,general
"Race Rebels : Culture, Politics, and the Black Working Class",,684826399,,2,Business & Money,,,0684826399.jpg,http://ecx.images-amazon.com/images/I/41qdFckyENL.jpg,Robin D. G. Kelley,social-humanaria
Gas Dynamics (3rd Edition),,131206680,,10,Engineering & Transportation,,,0131206680.jpg,http://ecx.images-amazon.com/images/I/41DRtsxHqML.jpg,James E.A. John,general
"Wills, Trusts, and Estates Administration (4th Edition)",,132956039,,14,Law,,,0132956039.jpg,http://ecx.images-amazon.com/images/I/51IdVoUzQZL.jpg,Suzan D Herskowitz,general
Joy in the Morning,,393339440,,15,Literature & Fiction,,,0393339440.jpg,http://ecx.images-amazon.com/images/I/51SsGk5GJ8L.jpg,P. G. Wodehouse,general
"Dash Diet For Beginners: Lose Weight, Lower Blood Pressure, and Improve Your Health",,1490320342,,7,"Cookbooks, Food & Wine",,,1490320342.jpg,http://ecx.images-amazon.com/images/I/41xRnKHPZ6L.jpg,Susan Ellerbeck,sains-tech
"The Devil's Panties, Vol. 4",,983286019,,5,Comics & Graphic Novels,,,0983286019.jpg,http://ecx.images-amazon.com/images/I/51Je4dJDawL.jpg,Jennie Breeden,general
Go in Peace: A Gift of Enduring Love,,082941746X,,9,Christian Books & Bibles,,,082941746X.jpg,http://ecx.images-amazon.com/images/I/41Pn8w5ZF5L.jpg,John Paul II,general
Nineveh and Its Remains: The Gripping Journals of the Man Who Discovered the Buried Assyrian Cities,,1620874342,,12,History,,,1620874342.jpg,http://ecx.images-amazon.com/images/I/51LwE-LbpRL.jpg,Austen Henry Layard,general
The ULTIMATE Tesla Coil Design and Construction Guide,,71497374,,23,Science & Math,,,0071497374.jpg,http://ecx.images-amazon.com/images/I/51S05rx-rkL.jpg,Mitch Tilbury,social-humanaria
The Fertility Diet: Groundbreaking Research Reveals Natural Ways to Boost Ovulation and Improve Your Chances of Getting Pregnant,,71627103,,18,Parenting & Relationships,,,0071627103.jpg,http://ecx.images-amazon.com/images/I/41BHRLbFqtL.jpg,Jorge Chavarro,general
"Kumon Step-by-Step Stickers:  Trains, Planes, and More",,1935800884,,13,Humor & Entertainment,,,1935800884.jpg,http://ecx.images-amazon.com/images/I/51kmZYhi2RL.jpg,Kumon Publishing,general
Ending Hunger and Homelessness Through Service Learning (Service Learning for Teens),,1477779590,,27,Teen & Young Adult,,,1477779590.jpg,http://ecx.images-amazon.com/images/I/511E8Yi48WL.jpg,Kathy Furgang,general
GMAT Maths Flashcards: All Math tips & formulas you need for GMAT!,,1512239534,,28,Test Preparation,,,1512239534.jpg,http://ecx.images-amazon.com/images/I/51jVBU94XrL.jpg,John M Wesley,sains-tech
Barcodes with iOS: Bringing together the digital and physical worlds,,161729215X,,6,Computers & Technology,,,161729215X.jpg,http://ecx.images-amazon.com/images/I/51IynIhraEL.jpg,Oliver Drobnik,sains-tech
The Duellist's Companion,,9526793447,,26,Sports & Outdoors,,,9526793447.jpg,http://ecx.images-amazon.com/images/I/51xyfLoJ8RL.jpg,Guy Windsor,general
"Cristiano Ronaldo: The Inspirational Story of Soccer (Football) Superstar Cristiano Ronaldo (Cristiano Ronaldo Unauthorized Biography, Portugal, Manchester United, Real Madrid, Champions League)",,1508866325,,1,Biographies & Memoirs,,,1508866325.jpg,http://ecx.images-amazon.com/images/I/51EykJ2X2dL.jpg,Bill Redban,social-humanaria
Justice for Hedgehogs,,674072251,,19,Politics & Social Sciences,,,0674072251.jpg,http://ecx.images-amazon.com/images/I/41OtqLZUZSL.jpg,Ronald Dworkin,general
Golden Retrievers 2016 Engagement,,1465041028,,3,Calendars,,,1465041028.jpg,http://ecx.images-amazon.com/images/I/61iVp2F9GaL.jpg,Browntrout Publishers,general
Snow Angel Cove (Haven Point),,373779070,,22,Romance,,,0373779070.jpg,http://ecx.images-amazon.com/images/I/61X3TXOdKbL.jpg,RaeAnne Thayne,general
Hymns and Wedding Music for All Harps (Sylvia Woods Multi-Level Harp Books),,936661437,,9,Christian Books & Bibles,,,0936661437.jpg,http://ecx.images-amazon.com/images/I/51-5Dc23BOL.jpg,Sylvia Woods,general
Business Mathematics (9th Edition),,131140140,,2,Business & Money,,,0131140140.jpg,http://ecx.images-amazon.com/images/I/51dIXKduT2L.jpg,Nelda R. Roueche,sains-tech
Wedding Planning on a Budget: The Ultimate Wedding Planner and Wedding Organizer: To Help Plan Your Dream Wedding on a Budget (Weddings by Sam Siv) (Volume 24),,1508854084,,8,"Crafts, Hobbies & Home",,,1508854084.jpg,http://ecx.images-amazon.com/images/I/51i-vam95uL.jpg,Sam Siv,general
Graphic Style Lab: Develop Your Own Style with 50 Hands-On Exercises (Playing),,1592539106,,0,Arts & Photography,,,1592539106.jpg,http://ecx.images-amazon.com/images/I/61ddzs-yAjL.jpg,Steven Heller,sains-tech
French Fries :The Ultimate Recipe Guide - Over 30 Delicious & Best Selling Recipes,,1492895520,,7,"Cookbooks, Food & Wine",,,1492895520.jpg,http://ecx.images-amazon.com/images/I/51a0AqJZOSL.jpg,Jacob Palmar,general
The Classic of Changes: A New Translation of the I Ching as Interpreted by Wang Bi (Translations from the Asian Classic),,231082959,,21,Religion & Spirituality,,,0231082959.jpg,http://ecx.images-amazon.com/images/I/41Z1F3G29FL.jpg,,social-humanaria
The Negro Question Part 4 The Missing Link,,1508702861,,12,History,,,1508702861.jpg,http://ecx.images-amazon.com/images/I/510eiIhzpwL.jpg,Lee Cummings,social-humanaria
Life of Pi,,156027321,,17,"Mystery, Thriller & Suspense",,,0156027321.jpg,http://ecx.images-amazon.com/images/I/51y4GyO5%2BCL.jpg,Yann Martel,general
State Voting Laws in America: Historical Statutes and Their Modern Implications,,1137492651,,14,Law,,,1137492651.jpg,http://ecx.images-amazon.com/images/I/416mvnV%2BAsL.jpg,Michael A. Smith,social-humanaria
The Storm (The NUMA Files),,042525965X,,15,Literature & Fiction,,,042525965X.jpg,http://ecx.images-amazon.com/images/I/513Q7O5mKOL.jpg,Clive Cussler,general
"Introduction to Marine Biogeochemistry, Second Edition",,120885301,,23,Science & Math,,,0120885301.jpg,http://ecx.images-amazon.com/images/I/51lKiuCSEmL.jpg,Susan Libes,sains-tech
CompTIA A+ 220-801 and 220-802 Practice Questions Exam Cram (5th Edition),,789749742,,6,Computers & Technology,,,0789749742.jpg,http://ecx.images-amazon.com/images/I/51rKK0p3cUL.jpg,David L. Prowse,general
South Carolina Atlas & Gazetteer,,899332374,,20,Reference,,,0899332374.jpg,http://ecx.images-amazon.com/images/I/51LikaN0UiL.jpg,DeLorme,general
J.R.R. Tolkien: A Biography (Greenwood Biographies),,313361754,,24,Science Fiction & Fantasy,,,0313361754.jpg,http://ecx.images-amazon.com/images/I/51UvABHuWfL.jpg,Leslie Ellen Jones,social-humanaria
"Best Man's Handbook, The: From Ring to Reception (Life line)",,1550591630,,8,"Crafts, Hobbies & Home",,,1550591630.jpg,http://ecx.images-amazon.com/images/I/41T4J5GJ7XL.jpg,Andre Garrison,general
A.D. The Bible Continues: The Revolution That Changed the World,,1496407172,,9,Christian Books & Bibles,,,1496407172.jpg,http://ecx.images-amazon.com/images/I/51oFDYfTK5L.jpg,David Jeremiah,general
